OGLE-BLG-CEP-085,1,53:16.9,-22:19:20.7,16.291,18.699,2.408,1.3953955
OGLE-BLG-CEP-086,1,54:16.5,-21:22:11.0,16.262,19.008,2.746,2.2583806
OGLE-BLG-CEP-087,1,54:29.5,-23:02:10.3,16.391,19.956,3.565,2.2217498
OGLE-BLG-CEP-088,1,54:31.9,-21:05:03.5,15.969,18.372,2.403,2.1049923
OGLE-BLG-CEP-089,F,56:16.9,-23:29:34.5,17.393,-99.99,-99.99,7.6668862
OGLE-BLG-CEP-090,F,56:45.0,-20:22:36.4,16.047,-99.99,-99.99,2.4796401
OGLE-BLG-CEP-091,F,57:12.6,-26:50:19.7,18.026,-99.99,-99.99,19.4389417
OGLE-BLG-CEP-092,F,57:13.4,-26:09:11.4,18.277,-99.99,-99.99,6.8130854
OGLE-BLG-CEP-093,F,57:18.9,-23:02:07.0,18.318,-99.99,-99.99,3.7335299
OGLE-BLG-CEP-096,F,58:42.7,-21:15:11.9,19.439,-99.99,-99.99,2.0450826
OGLE-BLG-CEP-097,1,11:23.7,-25:19:33.2,17.308,19.839,2.531,0.4928016
OGLE-BLG-CEP-099,F,16:16.7,-23:18:21.2,14.294,16.3,2.006,12.2746272
OGLE-BLG-CEP-101,1,03:45.2,-37:50:56.6,14.888,-99.99,-99.99,2.6910091
OGLE-BLG-CEP-102,1,08:41.1,-34:13:35.7,14.99,-99.99,-99.99,1.1003354
OGLE-BLG-CEP-103,F,12:25.1,-39:26:47.5,16.397,-99.99,-99.99,12.1989394
OGLE-BLG-CEP-105,F,15:41.1,-38:51:40.8,18.016,-99.99,-99.99,14.3901374
OGLE-BLG-CEP-106,F,15:56.2,-39:18:58.1,17.696,-99.99,-99.99,3.8797267
OGLE-BLG-CEP-107,1,16:14.6,-33:09:01.9,14.996,-99.99,-99.99,5.6766271
OGLE-BLG-CEP-108,F,17:45.4,-38:20:35.7,18.013,-99.99,-99.99,10.1915711
OGLE-BLG-CEP-109,1,18:20.8,-42:55:57.8,15.784,-99.99,-99.99,1.6723605
OGLE-BLG-CEP-110,F,18:47.4,-38:17:29.2,11.541,-99.99,-99.99,23.2967459
OGLE-BLG-CEP-111,F,20:15.5,-37:46:04.1,12.588,-99.99,-99.99,15.0697618
OGLE-BLG-CEP-112,F,21:06.7,-37:17:31.3,13.274,-99.99,-99.99,7.3351299
OGLE-BLG-CEP-113,F,21:23.5,-35:49:42.7,14.035,-99.99,-99.99,6.9544933
OGLE-BLG-CEP-114,1,23:14.5,-44:19:43.3,15.266,-99.99,-99.99,1.8559817
OGLE-BLG-CEP-115,F,23:31.1,-38:58:35.9,14.981,-99.99,-99.99,9.1850029
OGLE-BLG-CEP-116,F,24:06.7,-31:37:57.8,17.24,-99.99,-99.99,5.3458607
OGLE-BLG-CEP-118,1,27:26.5,-37:34:31.2,14.86,-99.99,-99.99,2.9685062
OGLE-BLG-CEP-119,1,28:10.4,-36:17:34.0,15.002,-99.99,-99.99,2.1378739
OGLE-BLG-CEP-120,F,28:42.0,-36:14:20.5,17.07,-99.99,-99.99,7.9724085
OGLE-BLG-CEP-121,F,29:59.2,-34:09:55.1,19.296,-99.99,-99.99,31.6254935
OGLE-BLG-CEP-122,F,30:31.8,-33:52:43.3,14.731,-99.99,-99.99,12.8113364
OGLE-BLG-CEP-123,F,33:26.4,-32:29:20.1,14.014,-99.99,-99.99,13.6804203
OGLE-BLG-CEP-124,F,34:00.5,-33:12:35.3,11.052,-99.99,-99.99,12.1069568
OGLE-BLG-CEP-125,F,36:04.2,-32:20:13.7,12.059,-99.99,-99.99,14.2554358
OGLE-BLG-CEP-126,1,37:13.0,-32:11:26.6,11.475,-99.99,-99.99,5.9418986
OGLE-BLG-CEP-127,F,39:15.3,-32:25:36.1,16.775,-99.99,-99.99,5.519264
OGLE-BLG-CEP-128,F,39:43.7,-31:44:43.9,16.046,-99.99,-99.99,45.6429472
OGLE-BLG-CEP-129,F,55:26.4,-19:55:48.1,16.118,-99.99,-99.99,3.7217817
OGLE-BLG-CEP-130,F,57:57.8,-19:25:12.9,16.987,-99.99,-99.99,3.3257789
OGLE-BLG-CEP-131,F,58:45.4,-24:50:25.7,17.919,-99.99,-99.99,10.2138005
OGLE-BLG-CEP-132,F,59:24.8,-19:19:04.5,17.509,-99.99,-99.99,2.1471796
OGLE-BLG-CEP-133,F,00:31.0,-12:21:47.0,17.398,-99.99,-99.99,7.3881862
OGLE-BLG-CEP-134,F,01:10.3,-22:07:01.3,14.319,-99.99,-99.99,6.2995341
OGLE-BLG-CEP-135,1,01:47.4,-24:03:07.6,13.74,-99.99,-99.99,5.9670903
OGLE-BLG-CEP-136,F,02:53.2,-23:18:10.0,18.107,-99.99,-99.99,12.9563587
OGLE-BLG-CEP-137,1,04:12.4,-22:48:13.0,14.28,-99.99,-99.99,4.7994885
OGLE-BLG-CEP-138,F,04:14.2,-20:25:40.9,16.264,-99.99,-99.99,19.7988478
OGLE-BLG-CEP-139,F,04:32.4,-21:44:58.6,15.558,-99.99,-99.99,14.5497275
OGLE-BLG-CEP-140,F,07:14.4,-18:59:13.3,12.714,-99.99,-99.99,12.7743516
OGLE-BLG-CEP-141,1,07:16.2,-12:22:19.7,16.761,-99.99,-99.99,1.1016201
OGLE-BLG-CEP-143,F,08:01.9,-18:55:51.5,17.582,-99.99,-99.99,7.2012745
OGLE-BLG-CEP-144,F,08:58.9,-16:13:18.3,15.27,-99.99,-99.99,15.8859138
OGLE-BLG-CEP-145,F,12:15.5,-14:55:08.8,16.222,-99.99,-99.99,2.6287998
OGLE-BLG-CEP-146,F,13:05.0,-13:30:47.1,17.559,-99.99,-99.99,3.2863219
OGLE-BLG-CEP-148,F,14:59.7,-13:36:23.6,16.217,-99.99,-99.99,3.9272528
OGLE-BLG-CEP-149,F,15:05.5,-17:33:05.8,11.007,-99.99,-99.99,12.5182
OGLE-BLG-CEP-150,1,15:19.4,-16:18:34.4,11.551,-99.99,-99.99,7.1805
OGLE-BLG-CEP-151,F,15:53.7,-12:03:03.0,17.478,-99.99,-99.99,4.0969913
OGLE-BLG-CEP-153,F,16:45.6,-12:53:12.2,16.982,-99.99,-99.99,16.690186
